clip_id,video_path,ann_path,label,split,frame_start,frame_end,clip_type,n_ann_frames,window_idx
F_199_0_0_0_0_fight_556_679_w2,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,556,679,positive,2400,2
F_199_0_0_0_0_fight_962_1265_w0,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,962,1265,positive,2400,0
F_199_0_0_0_0_fight_962_1265_w1,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,962,1265,positive,2400,1
F_199_0_0_0_0_fight_962_1265_w2,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,962,1265,positive,2400,2
F_199_0_0_0_0_fight_1723_2400_w0,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,1723,2400,positive,2400,0
F_199_0_0_0_0_fight_1723_2400_w1,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,1723,2400,positive,2400,1
F_199_0_0_0_0_fight_1723_2400_w2,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,1,train,1723,2400,positive,2400,2
F_199_0_0_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,0,train,145,177,negative,2400,0
F_199_0_0_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,0,train,1291,1323,negative,2400,0
F_199_0_0_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,0,train,1643,1675,negative,2400,0
F_199_0_0_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_199_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_199_0_0_0_0.csv,0,train,353,385,negative,2400,0
F_19_1_1_0_0_fight_480_960_w0,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,480,960,positive,2880,0
F_19_1_1_0_0_fight_480_960_w1,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,480,960,positive,2880,1
F_19_1_1_0_0_fight_480_960_w2,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,480,960,positive,2880,2
F_19_1_1_0_0_fight_1440_1740_w0,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,1440,1740,positive,2880,0
F_19_1_1_0_0_fight_1440_1740_w1,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,1440,1740,positive,2880,1
F_19_1_1_0_0_fight_1440_1740_w2,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,1440,1740,positive,2880,2
F_19_1_1_0_0_fight_1999_2400_w0,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,1999,2400,positive,2880,0
F_19_1_1_0_0_fight_1999_2400_w1,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,1999,2400,positive,2880,1
F_19_1_1_0_0_fight_1999_2400_w2,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,1999,2400,positive,2880,2
F_19_1_1_0_0_fight_2685_2880_w0,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,2685,2880,positive,2880,0
F_19_1_1_0_0_fight_2685_2880_w1,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,2685,2880,positive,2880,1
F_19_1_1_0_0_fight_2685_2880_w2,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,1,test,2685,2880,positive,2880,2
F_19_1_1_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,0,test,1881,1913,negative,2880,0
F_19_1_1_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,0,test,1065,1097,negative,2880,0
F_19_1_1_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,0,test,1121,1153,negative,2880,0
F_19_1_1_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_19_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_19_1_1_0_0.csv,0,test,194,226,negative,2880,0
F_1_0_1_0_1_fight_204_290_w0,/data/raw/UBI_FIGHTS/videos/fight/F_1_0_1_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_1_0_1_0_1.csv,1,train,204,290,positive,480,0
F_1_0_1_0_1_fight_204_290_w1,/data/raw/UBI_FIGHTS/videos/fight/F_1_0_1_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_1_0_1_0_1.csv,1,train,204,290,positive,480,1
F_1_0_1_0_1_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_1_0_1_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_1_0_1_0_1.csv,0,train,24,56,negative,480,0
F_1_0_1_0_1_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_1_0_1_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_1_0_1_0_1.csv,0,train,151,183,negative,480,0
F_1_0_1_0_1_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_1_0_1_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_1_0_1_0_1.csv,0,train,408,440,negative,480,0
F_1_0_1_0_1_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_1_0_1_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_1_0_1_0_1.csv,0,train,298,330,negative,480,0
F_200_0_0_0_1_fight_193_766_w0,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,1,test,193,766,positive,960,0
F_200_0_0_0_1_fight_193_766_w1,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,1,test,193,766,positive,960,1
F_200_0_0_0_1_fight_193_766_w2,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,1,test,193,766,positive,960,2
F_200_0_0_0_1_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,0,test,865,897,negative,960,0
F_200_0_0_0_1_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,0,test,924,956,negative,960,0
F_200_0_0_0_1_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,0,test,775,807,negative,960,0
F_200_0_0_0_1_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_200_0_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_200_0_0_0_1.csv,0,test,69,101,negative,960,0
F_201_0_0_0_0_fight_697_886_w0,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,697,886,positive,3360,0
F_201_0_0_0_0_fight_697_886_w1,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,697,886,positive,3360,1
F_201_0_0_0_0_fight_697_886_w2,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,697,886,positive,3360,2
F_201_0_0_0_0_fight_960_1440_w0,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,960,1440,positive,3360,0
F_201_0_0_0_0_fight_960_1440_w1,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,960,1440,positive,3360,1
F_201_0_0_0_0_fight_960_1440_w2,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,960,1440,positive,3360,2
F_201_0_0_0_0_fight_1974_2193_w0,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,1974,2193,positive,3360,0
F_201_0_0_0_0_fight_1974_2193_w1,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,1974,2193,positive,3360,1
F_201_0_0_0_0_fight_1974_2193_w2,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,1974,2193,positive,3360,2
F_201_0_0_0_0_fight_2351_2400_w0,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,2351,2400,positive,3360,0
F_201_0_0_0_0_fight_2880_3135_w0,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,2880,3135,positive,3360,0
F_201_0_0_0_0_fight_2880_3135_w1,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,2880,3135,positive,3360,1
F_201_0_0_0_0_fight_2880_3135_w2,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,1,test,2880,3135,positive,3360,2
F_201_0_0_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,0,test,2739,2771,negative,3360,0
F_201_0_0_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,0,test,2311,2343,negative,3360,0
F_201_0_0_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,0,test,157,189,negative,3360,0
F_201_0_0_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_201_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_201_0_0_0_0.csv,0,test,2702,2734,negative,3360,0
F_202_0_0_0_0_fight_2400_2880_w0,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,2400,2880,positive,4800,0
F_202_0_0_0_0_fight_2400_2880_w1,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,2400,2880,positive,4800,1
F_202_0_0_0_0_fight_2400_2880_w2,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,2400,2880,positive,4800,2
F_202_0_0_0_0_fight_3360_3521_w0,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,3360,3521,positive,4800,0
F_202_0_0_0_0_fight_3360_3521_w1,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,3360,3521,positive,4800,1
F_202_0_0_0_0_fight_3360_3521_w2,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,3360,3521,positive,4800,2
F_202_0_0_0_0_fight_3655_3701_w0,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,3655,3701,positive,4800,0
F_202_0_0_0_0_fight_4060_4320_w0,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,4060,4320,positive,4800,0
F_202_0_0_0_0_fight_4060_4320_w1,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,4060,4320,positive,4800,1
F_202_0_0_0_0_fight_4060_4320_w2,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,1,val,4060,4320,positive,4800,2
F_202_0_0_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,0,val,1108,1140,negative,4800,0
F_202_0_0_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,0,val,3083,3115,negative,4800,0
F_202_0_0_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,0,val,3912,3944,negative,4800,0
F_202_0_0_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_202_0_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_202_0_0_0_0.csv,0,val,218,250,negative,4800,0
F_203_1_0_0_0_fight_0_34_w0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,0,34,positive,1440,0
F_203_1_0_0_0_fight_122_480_w0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,122,480,positive,1440,0
F_203_1_0_0_0_fight_122_480_w1,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,122,480,positive,1440,1
F_203_1_0_0_0_fight_122_480_w2,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,122,480,positive,1440,2
F_203_1_0_0_0_fight_574_658_w0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,574,658,positive,1440,0
F_203_1_0_0_0_fight_574_658_w1,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,574,658,positive,1440,1
F_203_1_0_0_0_fight_726_826_w0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,726,826,positive,1440,0
F_203_1_0_0_0_fight_726_826_w1,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,726,826,positive,1440,1
F_203_1_0_0_0_fight_726_826_w2,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,726,826,positive,1440,2
F_203_1_0_0_0_fight_927_960_w0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,927,960,positive,1440,0
F_203_1_0_0_0_fight_1208_1243_w0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,1,train,1208,1243,positive,1440,0
F_203_1_0_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,0,train,1315,1347,negative,1440,0
F_203_1_0_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,0,train,1280,1312,negative,1440,0
F_203_1_0_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,0,train,1008,1040,negative,1440,0
F_203_1_0_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_203_1_0_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_203_1_0_0_0.csv,0,train,965,997,negative,1440,0
F_204_1_1_0_0_fight_0_225_w0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,0,225,positive,4320,0
F_204_1_1_0_0_fight_0_225_w1,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,0,225,positive,4320,1
F_204_1_1_0_0_fight_0_225_w2,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,0,225,positive,4320,2
F_204_1_1_0_0_fight_987_2653_w0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,987,2653,positive,4320,0
F_204_1_1_0_0_fight_987_2653_w1,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,987,2653,positive,4320,1
F_204_1_1_0_0_fight_987_2653_w2,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,987,2653,positive,4320,2
F_204_1_1_0_0_fight_2726_3044_w0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,2726,3044,positive,4320,0
F_204_1_1_0_0_fight_2726_3044_w1,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,2726,3044,positive,4320,1
F_204_1_1_0_0_fight_2726_3044_w2,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,2726,3044,positive,4320,2
F_204_1_1_0_0_fight_3252_3274_w0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,3252,3274,positive,4320,0
F_204_1_1_0_0_fight_3310_3343_w0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,3310,3343,positive,4320,0
F_204_1_1_0_0_fight_4018_4102_w0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,4018,4102,positive,4320,0
F_204_1_1_0_0_fight_4018_4102_w1,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,1,train,4018,4102,positive,4320,1
F_204_1_1_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,0,train,3888,3920,negative,4320,0
F_204_1_1_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,0,train,3783,3815,negative,4320,0
F_204_1_1_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,0,train,3639,3671,negative,4320,0
F_204_1_1_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_204_1_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_204_1_1_0_0.csv,0,train,536,568,negative,4320,0
F_205_0_1_0_0_fight_79_164_w0,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,1,train,79,164,positive,480,0
F_205_0_1_0_0_fight_79_164_w1,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,1,train,79,164,positive,480,1
F_205_0_1_0_0_fight_356_479_w0,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,1,train,356,479,positive,480,0
F_205_0_1_0_0_fight_356_479_w1,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,1,train,356,479,positive,480,1
F_205_0_1_0_0_fight_356_479_w2,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,1,train,356,479,positive,480,2
F_205_0_1_0_0_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,0,train,0,32,negative,480,0
F_205_0_1_0_0_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,0,train,293,325,negative,480,0
F_205_0_1_0_0_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,0,train,189,221,negative,480,0
F_205_0_1_0_0_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_205_0_1_0_0.mp4,/data/raw/UBI_FIGHTS/annotation/F_205_0_1_0_0.csv,0,train,256,288,negative,480,0
F_206_1_0_0_1_fight_311_428_w0,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,1,train,311,428,positive,1440,0
F_206_1_0_0_1_fight_311_428_w1,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,1,train,311,428,positive,1440,1
F_206_1_0_0_1_fight_311_428_w2,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,1,train,311,428,positive,1440,2
F_206_1_0_0_1_fight_465_1432_w0,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,1,train,465,1432,positive,1440,0
F_206_1_0_0_1_fight_465_1432_w1,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,1,train,465,1432,positive,1440,1
F_206_1_0_0_1_fight_465_1432_w2,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,1,train,465,1432,positive,1440,2
F_206_1_0_0_1_nonfight_0,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,0,train,169,201,negative,1440,0
F_206_1_0_0_1_nonfight_1,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,0,train,274,306,negative,1440,0
F_206_1_0_0_1_nonfight_2,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,0,train,0,32,negative,1440,0
F_206_1_0_0_1_nonfight_3,/data/raw/UBI_FIGHTS/videos/fight/F_206_1_0_0_1.mp4,/data/raw/UBI_FIGHTS/annotation/F_206_1_0_0_1.csv,0,train,62,94,negative,1440,0
