clip_id,split,label,q_skel,q_int,q_obj,q_po,valid_ratio
F_184_0_0_1_0_fight_605_816_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_184_0_0_1_0_fight_605_816_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_184_0_0_1_0_fight_605_816_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_184_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_184_0_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_184_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_184_0_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_0_156_w0,train,1,0.96875,0.09375,1.0,0.96875,0.96875
F_185_0_0_1_0_fight_0_156_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_0_156_w2,train,1,1.0,0.8125,1.0,1.0,1.0
F_185_0_0_1_0_fight_455_527_w0,train,1,1.0,0.84375,1.0,1.0,1.0
F_185_0_0_1_0_fight_455_527_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_587_663_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_587_663_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_1675_1920_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_1675_1920_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_1675_1920_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_2032_2233_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_2032_2233_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_2032_2233_w2,train,1,1.0,0.96875,1.0,1.0,1.0
F_185_0_0_1_0_fight_3089_3175_w0,train,1,1.0,0.84375,1.0,1.0,1.0
F_185_0_0_1_0_fight_3089_3175_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_4031_4617_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_4031_4617_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_4031_4617_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_fight_4960_5526_w0,train,1,1.0,0.8125,1.0,1.0,1.0
F_185_0_0_1_0_fight_4960_5526_w1,train,1,1.0,0.84375,1.0,1.0,1.0
F_185_0_0_1_0_fight_4960_5526_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_nonfight_0,train,0,1.0,0.125,1.0,1.0,1.0
F_185_0_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_185_0_0_1_0_nonfight_3,train,0,0.53125,0.0625,1.0,0.53125,0.53125
F_186_0_0_1_0_fight_48_476_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_fight_48_476_w1,train,1,1.0,0.25,1.0,1.0,1.0
F_186_0_0_1_0_fight_48_476_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_fight_602_740_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_fight_602_740_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_fight_602_740_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_186_0_0_1_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_187_0_0_1_0_fight_103_251_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_187_0_0_1_0_fight_103_251_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_187_0_0_1_0_fight_103_251_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_187_0_0_1_0_nonfight_0,test,0,1.0,1.0,0.96875,0.96875,1.0
F_187_0_0_1_0_nonfight_1,test,0,1.0,1.0,1.0,1.0,1.0
F_187_0_0_1_0_nonfight_2,test,0,1.0,1.0,1.0,1.0,1.0
F_187_0_0_1_0_nonfight_3,test,0,1.0,1.0,1.0,1.0,1.0
F_188_0_0_1_1_fight_101_960_w0,train,1,1.0,0.6875,1.0,1.0,1.0
F_188_0_0_1_1_fight_101_960_w1,train,1,1.0,0.5625,1.0,1.0,1.0
F_188_0_0_1_1_fight_101_960_w2,train,1,1.0,0.8125,1.0,1.0,1.0
F_188_0_0_1_1_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_188_0_0_1_1_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_189_1_0_1_0_fight_2767_2832_w0,test,1,1.0,0.5,1.0,1.0,1.0
F_189_1_0_1_0_fight_2767_2832_w1,test,1,1.0,0.625,1.0,1.0,1.0
F_189_1_0_1_0_nonfight_0,test,0,0.0,0.0,1.0,0.0,0.0
F_189_1_0_1_0_nonfight_1,test,0,1.0,1.0,1.0,1.0,1.0
F_189_1_0_1_0_nonfight_2,test,0,1.0,0.0,1.0,1.0,1.0
F_189_1_0_1_0_nonfight_3,test,0,0.875,0.71875,1.0,0.875,0.875
F_18_0_1_0_1_fight_237_358_w0,train,1,1.0,1.0,0.96875,0.96875,1.0
F_18_0_1_0_1_fight_237_358_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_18_0_1_0_1_fight_237_358_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_18_0_1_0_1_fight_657_957_w0,train,1,0.90625,0.875,0.96875,0.90625,0.90625
F_18_0_1_0_1_fight_657_957_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_18_0_1_0_1_fight_657_957_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_18_0_1_0_1_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_18_0_1_0_1_nonfight_1,train,0,0.0,0.0,0.0,0.0,0.0
F_18_0_1_0_1_nonfight_2,train,0,0.96875,0.90625,1.0,1.0,1.0
F_18_0_1_0_1_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_fight_2883_3055_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_fight_2883_3055_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_fight_2883_3055_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_190_0_0_1_1_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_1440_1936_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_1440_1936_w1,train,1,1.0,0.75,1.0,1.0,1.0
F_191_1_1_1_1_fight_1440_1936_w2,train,1,1.0,0.96875,1.0,1.0,1.0
F_191_1_1_1_1_fight_2880_3303_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_2880_3303_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_2880_3303_w2,train,1,0.65625,0.0,0.0,0.0,0.65625
F_191_1_1_1_1_fight_4103_4320_w0,train,1,1.0,0.21875,1.0,1.0,1.0
F_191_1_1_1_1_fight_4103_4320_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_4103_4320_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_5117_5280_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_5117_5280_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_fight_5117_5280_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_191_1_1_1_1_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_192_1_0_0_0_fight_272_480_w0,train,1,0.90625,0.25,0.09375,0.0625,0.90625
F_192_1_0_0_0_fight_272_480_w1,train,1,0.28125,0.0,0.4375,0.03125,0.28125
F_192_1_0_0_0_fight_272_480_w2,train,1,0.1875,0.0,1.0,0.1875,0.1875
F_192_1_0_0_0_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
F_192_1_0_0_0_nonfight_1,train,0,0.0,0.0,0.6875,0.0,0.0
F_192_1_0_0_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
F_192_1_0_0_0_nonfight_3,train,0,1.0,0.59375,1.0,1.0,1.0
F_193_0_0_1_0_fight_480_960_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_fight_480_960_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_fight_480_960_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_fight_1842_2400_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_fight_1842_2400_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_fight_1842_2400_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_nonfight_0,val,0,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_nonfight_1,val,0,1.0,0.75,1.0,1.0,1.0
F_193_0_0_1_0_nonfight_2,val,0,1.0,1.0,1.0,1.0,1.0
F_193_0_0_1_0_nonfight_3,val,0,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_11_81_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_11_81_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_161_480_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_161_480_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_161_480_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_960_1303_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_960_1303_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_960_1303_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_2180_2400_w0,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_2180_2400_w1,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_fight_2180_2400_w2,val,1,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_nonfight_0,val,0,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_nonfight_1,val,0,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_nonfight_2,val,0,1.0,1.0,1.0,1.0,1.0
F_194_1_0_0_0_nonfight_3,val,0,1.0,1.0,1.0,1.0,1.0
F_195_1_0_1_0_fight_344_425_w0,train,1,1.0,0.25,1.0,1.0,1.0
F_195_1_0_1_0_fight_344_425_w1,train,1,1.0,0.65625,1.0,1.0,1.0
F_195_1_0_1_0_nonfight_0,train,0,0.15625,0.0,1.0,0.15625,0.15625
F_195_1_0_1_0_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
F_195_1_0_1_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
F_195_1_0_1_0_nonfight_3,train,0,0.21875,0.0,1.0,0.21875,0.21875
F_196_0_0_0_0_fight_518_782_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_196_0_0_0_0_fight_518_782_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_196_0_0_0_0_fight_518_782_w2,train,1,0.96875,0.84375,1.0,1.0,1.0
F_196_0_0_0_0_fight_1056_1359_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_196_0_0_0_0_fight_1056_1359_w1,train,1,0.96875,0.96875,1.0,1.0,1.0
F_196_0_0_0_0_fight_1056_1359_w2,train,1,0.0,0.0,1.0,0.40625,0.40625
F_196_0_0_0_0_nonfight_0,train,0,0.125,0.0,1.0,0.59375,0.59375
F_196_0_0_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_196_0_0_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_196_0_0_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_197_0_0_0_0_fight_439_1440_w0,val,1,0.75,0.25,1.0,1.0,1.0
F_197_0_0_0_0_fight_439_1440_w1,val,1,0.28125,0.0,1.0,0.40625,0.40625
F_197_0_0_0_0_fight_439_1440_w2,val,1,1.0,0.40625,1.0,1.0,1.0
F_197_0_0_0_0_nonfight_0,val,0,1.0,1.0,1.0,1.0,1.0
F_197_0_0_0_0_nonfight_1,val,0,1.0,1.0,1.0,1.0,1.0
F_197_0_0_0_0_nonfight_2,val,0,1.0,0.9375,1.0,1.0,1.0
F_197_0_0_0_0_nonfight_3,val,0,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_fight_0_439_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_fight_0_439_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_fight_0_439_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_fight_626_685_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_fight_697_960_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_fight_697_960_w1,train,1,0.96875,0.9375,1.0,0.96875,0.96875
F_198_1_1_0_0_fight_697_960_w2,train,1,1.0,0.53125,1.0,1.0,1.0
F_198_1_1_0_0_fight_1031_1142_w0,train,1,0.3125,0.0,1.0,0.3125,0.3125
F_198_1_1_0_0_fight_1031_1142_w1,train,1,1.0,0.625,1.0,1.0,1.0
F_198_1_1_0_0_fight_1031_1142_w2,train,1,1.0,0.84375,1.0,1.0,1.0
F_198_1_1_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_nonfight_1,train,0,1.0,0.4375,1.0,1.0,1.0
F_198_1_1_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_198_1_1_0_0_nonfight_3,train,0,0.71875,0.0,1.0,0.71875,0.71875
F_199_0_0_0_0_fight_556_679_w0,train,1,1.0,0.96875,1.0,1.0,1.0
F_199_0_0_0_0_fight_556_679_w1,train,1,1.0,0.03125,1.0,1.0,1.0
F_199_0_0_0_0_fight_556_679_w2,train,1,0.96875,0.3125,1.0,0.96875,0.96875
F_199_0_0_0_0_fight_962_1265_w0,train,1,1.0,0.65625,1.0,1.0,1.0
F_199_0_0_0_0_fight_962_1265_w1,train,1,0.75,0.0,1.0,0.75,0.75
F_199_0_0_0_0_fight_962_1265_w2,train,1,0.5625,0.0,1.0,0.5625,0.5625
F_199_0_0_0_0_fight_1723_2400_w0,train,1,1.0,0.65625,1.0,1.0,1.0
F_199_0_0_0_0_fight_1723_2400_w1,train,1,1.0,0.0,1.0,1.0,1.0
F_199_0_0_0_0_fight_1723_2400_w2,train,1,1.0,0.0,1.0,1.0,1.0
F_199_0_0_0_0_nonfight_0,train,0,0.96875,0.0,0.875,0.875,0.96875
F_199_0_0_0_0_nonfight_1,train,0,1.0,0.03125,1.0,1.0,1.0
F_199_0_0_0_0_nonfight_2,train,0,1.0,0.03125,1.0,1.0,1.0
F_199_0_0_0_0_nonfight_3,train,0,1.0,0.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_480_960_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_480_960_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_480_960_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_1440_1740_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_1440_1740_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_1440_1740_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_1999_2400_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_1999_2400_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_1999_2400_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_2685_2880_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_2685_2880_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_fight_2685_2880_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_nonfight_0,test,0,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_nonfight_1,test,0,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_nonfight_2,test,0,1.0,1.0,1.0,1.0,1.0
F_19_1_1_0_0_nonfight_3,test,0,1.0,1.0,1.0,1.0,1.0
F_1_0_1_0_1_fight_204_290_w0,train,1,1.0,0.28125,1.0,1.0,1.0
F_1_0_1_0_1_fight_204_290_w1,train,1,1.0,0.0,1.0,1.0,1.0
F_1_0_1_0_1_nonfight_0,train,0,1.0,0.09375,1.0,1.0,1.0
F_1_0_1_0_1_nonfight_1,train,0,1.0,0.0,1.0,1.0,1.0
F_1_0_1_0_1_nonfight_2,train,0,1.0,0.65625,1.0,1.0,1.0
F_1_0_1_0_1_nonfight_3,train,0,1.0,0.125,1.0,1.0,1.0
F_200_0_0_0_1_fight_193_766_w0,test,1,0.78125,0.0625,1.0,0.78125,0.78125
F_200_0_0_0_1_fight_193_766_w1,test,1,0.90625,0.6875,1.0,0.90625,0.90625
F_200_0_0_0_1_fight_193_766_w2,test,1,0.71875,0.03125,0.9375,0.65625,0.71875
F_200_0_0_0_1_nonfight_0,test,0,1.0,0.0,1.0,1.0,1.0
F_200_0_0_0_1_nonfight_1,test,0,0.9375,0.0,1.0,0.9375,0.9375
F_200_0_0_0_1_nonfight_2,test,0,0.4375,0.0,0.375,0.21875,0.4375
F_200_0_0_0_1_nonfight_3,test,0,1.0,0.9375,1.0,1.0,1.0
F_201_0_0_0_0_fight_697_886_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_697_886_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_697_886_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_960_1440_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_960_1440_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_960_1440_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_1974_2193_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_1974_2193_w1,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_1974_2193_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_2351_2400_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_2880_3135_w0,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_fight_2880_3135_w1,test,1,1.0,0.84375,1.0,1.0,1.0
F_201_0_0_0_0_fight_2880_3135_w2,test,1,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_nonfight_0,test,0,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_nonfight_1,test,0,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_nonfight_2,test,0,1.0,1.0,1.0,1.0,1.0
F_201_0_0_0_0_nonfight_3,test,0,1.0,1.0,1.0,1.0,1.0
F_202_0_0_0_0_fight_2400_2880_w0,val,1,0.15625,0.0,1.0,0.28125,0.28125
F_202_0_0_0_0_fight_2400_2880_w1,val,1,1.0,0.0,1.0,1.0,1.0
F_202_0_0_0_0_fight_2400_2880_w2,val,1,1.0,0.0,1.0,1.0,1.0
F_202_0_0_0_0_fight_3360_3521_w0,val,1,0.0,0.0,1.0,0.0,0.0
F_202_0_0_0_0_fight_3360_3521_w1,val,1,0.0,0.0,1.0,0.0,0.0
F_202_0_0_0_0_fight_3360_3521_w2,val,1,0.0,0.0,1.0,0.0,0.0
F_202_0_0_0_0_fight_3655_3701_w0,val,1,0.0,0.0,1.0,0.0625,0.0625
F_202_0_0_0_0_fight_4060_4320_w0,val,1,1.0,0.0,1.0,1.0,1.0
F_202_0_0_0_0_fight_4060_4320_w1,val,1,1.0,0.0,1.0,1.0,1.0
F_202_0_0_0_0_fight_4060_4320_w2,val,1,1.0,0.0,1.0,1.0,1.0
F_202_0_0_0_0_nonfight_0,val,0,1.0,1.0,1.0,1.0,1.0
F_202_0_0_0_0_nonfight_1,val,0,0.0,0.0,1.0,0.0,0.0
F_202_0_0_0_0_nonfight_2,val,0,0.0,0.0,1.0,0.0,0.0
F_202_0_0_0_0_nonfight_3,val,0,1.0,1.0,1.0,1.0,1.0
F_203_1_0_0_0_fight_0_34_w0,train,1,1.0,0.21875,1.0,1.0,1.0
F_203_1_0_0_0_fight_122_480_w0,train,1,1.0,0.0,0.9375,0.9375,1.0
F_203_1_0_0_0_fight_122_480_w1,train,1,1.0,0.75,1.0,1.0,1.0
F_203_1_0_0_0_fight_122_480_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_203_1_0_0_0_fight_574_658_w0,train,1,0.9375,0.21875,1.0,0.9375,0.9375
F_203_1_0_0_0_fight_574_658_w1,train,1,1.0,0.90625,1.0,1.0,1.0
F_203_1_0_0_0_fight_726_826_w0,train,1,1.0,0.96875,1.0,1.0,1.0
F_203_1_0_0_0_fight_726_826_w1,train,1,0.96875,0.09375,1.0,0.96875,0.96875
F_203_1_0_0_0_fight_726_826_w2,train,1,1.0,0.71875,1.0,1.0,1.0
F_203_1_0_0_0_fight_927_960_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_203_1_0_0_0_fight_1208_1243_w0,train,1,1.0,0.8125,1.0,1.0,1.0
F_203_1_0_0_0_nonfight_0,train,0,1.0,0.59375,1.0,1.0,1.0
F_203_1_0_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_203_1_0_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_203_1_0_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_204_1_1_0_0_fight_0_225_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_204_1_1_0_0_fight_0_225_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_204_1_1_0_0_fight_0_225_w2,train,1,1.0,1.0,1.0,1.0,1.0
F_204_1_1_0_0_fight_987_2653_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_204_1_1_0_0_fight_987_2653_w1,train,1,0.4375,0.0,1.0,0.4375,0.4375
F_204_1_1_0_0_fight_987_2653_w2,train,1,1.0,0.96875,1.0,1.0,1.0
F_204_1_1_0_0_fight_2726_3044_w0,train,1,0.84375,0.1875,1.0,0.84375,0.84375
F_204_1_1_0_0_fight_2726_3044_w1,train,1,1.0,0.96875,1.0,1.0,1.0
F_204_1_1_0_0_fight_2726_3044_w2,train,1,1.0,0.1875,1.0,1.0,1.0
F_204_1_1_0_0_fight_3252_3274_w0,train,1,0.875,0.34375,1.0,0.875,0.875
F_204_1_1_0_0_fight_3310_3343_w0,train,1,0.78125,0.125,1.0,0.78125,0.78125
F_204_1_1_0_0_fight_4018_4102_w0,train,1,0.0,0.0,1.0,0.0,0.0
F_204_1_1_0_0_fight_4018_4102_w1,train,1,0.5,0.0,1.0,0.5,0.5
F_204_1_1_0_0_nonfight_0,train,0,1.0,0.09375,1.0,1.0,1.0
F_204_1_1_0_0_nonfight_1,train,0,0.46875,0.375,1.0,0.46875,0.46875
F_204_1_1_0_0_nonfight_2,train,0,0.8125,0.25,1.0,0.8125,0.8125
F_204_1_1_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_fight_79_164_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_fight_79_164_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_fight_356_479_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_fight_356_479_w1,train,1,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_fight_356_479_w2,train,1,1.0,0.78125,1.0,1.0,1.0
F_205_0_1_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_205_0_1_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_206_1_0_0_1_fight_311_428_w0,train,1,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_fight_311_428_w1,train,1,0.46875,0.0,1.0,0.46875,0.46875
F_206_1_0_0_1_fight_311_428_w2,train,1,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_fight_465_1432_w0,train,1,0.59375,0.0,1.0,0.59375,0.59375
F_206_1_0_0_1_fight_465_1432_w1,train,1,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_fight_465_1432_w2,train,1,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_nonfight_0,train,0,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_nonfight_1,train,0,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
F_206_1_0_0_1_nonfight_3,train,0,0.0,0.0,1.0,0.0,0.0
F_207_0_0_0_0_fight_318_493_w0,train,1,0.6875,0.0,1.0,0.6875,0.6875
F_207_0_0_0_0_fight_318_493_w1,train,1,0.5,0.0,1.0,0.5,0.5
F_207_0_0_0_0_fight_318_493_w2,train,1,1.0,0.1875,1.0,1.0,1.0
F_207_0_0_0_0_nonfight_0,train,0,0.96875,0.53125,1.0,0.96875,0.96875
F_207_0_0_0_0_nonfight_1,train,0,0.5,0.125,1.0,0.5,0.5
F_207_0_0_0_0_nonfight_2,train,0,0.0,0.0,1.0,0.0,0.0
F_207_0_0_0_0_nonfight_3,train,0,0.96875,0.5,1.0,0.96875,0.96875
F_208_0_0_0_0_fight_321_793_w0,train,1,1.0,0.96875,1.0,1.0,1.0
F_208_0_0_0_0_fight_321_793_w1,train,1,1.0,0.28125,1.0,1.0,1.0
F_208_0_0_0_0_fight_321_793_w2,train,1,1.0,0.78125,1.0,1.0,1.0
F_208_0_0_0_0_nonfight_0,train,0,1.0,1.0,1.0,1.0,1.0
F_208_0_0_0_0_nonfight_1,train,0,1.0,1.0,1.0,1.0,1.0
F_208_0_0_0_0_nonfight_2,train,0,1.0,1.0,1.0,1.0,1.0
F_208_0_0_0_0_nonfight_3,train,0,1.0,1.0,1.0,1.0,1.0
F_209_1_0_0_0_fight_480_543_w0,train,1,1.0,1.0,1.0,1.0,1.0
F_209_1_0_0_0_fight_1025_1376_w0,train,1,1.0,0.0,1.0,1.0,1.0
